DATE (ddd.MMM.dd.yyyy hh:mm:ss.zzz),<int>,<float>,<string>,<uint8_t>,<int8_t>,<char>,RX hz,TX hz,CRC Errors,read_queue_size,graph(0)->data.size()
Tue.May.03.2022 12:35:26.019,13,-5.967,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,662
Tue.May.03.2022 12:35:26.022,13,-5.94496,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,662
Tue.May.03.2022 12:35:26.026,13,-5.92125,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,662
Tue.May.03.2022 12:35:26.032,13,-5.89581,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,663
Tue.May.03.2022 12:35:26.035,13,-5.86866,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,663
Tue.May.03.2022 12:35:26.038,13,-5.83982,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,663
Tue.May.03.2022 12:35:26.044,13,-5.80988,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,664
Tue.May.03.2022 12:35:26.164,13,-5.77852,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,665
Tue.May.03.2022 12:35:26.168,13,-5.7456,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,665
Tue.May.03.2022 12:35:26.171,13,-5.71132,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,665
Tue.May.03.2022 12:35:26.177,13,-5.71132,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,666
Tue.May.03.2022 12:35:26.181,13,-5.71132,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,666
Tue.May.03.2022 12:35:26.185,13,-5.67625,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,666
Tue.May.03.2022 12:35:26.190,13,-5.63976,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,667
Tue.May.03.2022 12:35:26.195,13,-5.60187,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,667
Tue.May.03.2022 12:35:26.201,13,-5.56248,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,668
Tue.May.03.2022 12:35:26.204,13,-5.52175,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,668
Tue.May.03.2022 12:35:26.207,13,-5.47982,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,668
Tue.May.03.2022 12:35:26.319,13,-5.4366,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,669
Tue.May.03.2022 12:35:26.323,13,-5.39201,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,669
Tue.May.03.2022 12:35:26.327,13,-5.34621,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,669
Tue.May.03.2022 12:35:26.332,13,-5.29922,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,670
Tue.May.03.2022 12:35:26.336,13,-5.29922,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,670
Tue.May.03.2022 12:35:26.339,13,-5.2511,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,670
Tue.May.03.2022 12:35:26.344,13,-5.20203,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,671
Tue.May.03.2022 12:35:26.348,13,-5.15162,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,671
Tue.May.03.2022 12:35:26.352,13,-5.10005,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,671
Tue.May.03.2022 12:35:26.357,13,-5.04751,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,672
Tue.May.03.2022 12:35:26.361,13,-4.99405,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,672
Tue.May.03.2022 12:35:26.478,13,-4.94003,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,673
Tue.May.03.2022 12:35:26.482,13,-4.88488,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,673
Tue.May.03.2022 12:35:26.485,13,-4.82896,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,673
Tue.May.03.2022 12:35:26.490,13,-4.77249,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,674
Tue.May.03.2022 12:35:26.494,13,-4.77249,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,674
Tue.May.03.2022 12:35:26.497,13,-4.77249,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,674
Tue.May.03.2022 12:35:26.502,13,-4.71521,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,675
Tue.May.03.2022 12:35:26.505,13,-4.65732,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,675
Tue.May.03.2022 12:35:26.508,13,-4.59888,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,675
Tue.May.03.2022 12:35:26.514,13,-4.53996,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,676
Tue.May.03.2022 12:35:26.518,13,-4.48061,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,676
Tue.May.03.2022 12:35:26.637,13,-4.42089,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,677
Tue.May.03.2022 12:35:26.641,13,-4.36086,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,677
Tue.May.03.2022 12:35:26.644,13,-4.30058,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,677
Tue.May.03.2022 12:35:26.649,13,-4.24011,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,678
Tue.May.03.2022 12:35:26.652,13,-4.17969,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,678
Tue.May.03.2022 12:35:26.655,13,-4.17969,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,678
Tue.May.03.2022 12:35:26.661,13,-4.11921,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,679
Tue.May.03.2022 12:35:26.664,13,-4.05854,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,679
Tue.May.03.2022 12:35:26.667,13,-3.99811,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,679
Tue.May.03.2022 12:35:26.673,13,-3.9378,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,680
Tue.May.03.2022 12:35:26.680,13,-3.87766,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,680
Tue.May.03.2022 12:35:26.794,13,-3.81777,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,681
Tue.May.03.2022 12:35:26.797,13,-3.75818,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,681
Tue.May.03.2022 12:35:26.801,13,-3.69896,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,681
Tue.May.03.2022 12:35:26.806,13,-3.64016,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,682
Tue.May.03.2022 12:35:26.810,13,-3.58184,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,682
Tue.May.03.2022 12:35:26.813,13,-3.58184,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,682
Tue.May.03.2022 12:35:26.819,13,-3.58184,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,683
Tue.May.03.2022 12:35:26.822,13,-3.52406,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,683
Tue.May.03.2022 12:35:26.825,13,-3.46688,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,683
Tue.May.03.2022 12:35:26.830,13,-3.41053,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,684
Tue.May.03.2022 12:35:26.834,13,-3.35472,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,684
Tue.May.03.2022 12:35:26.943,13,-3.29969,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,685
Tue.May.03.2022 12:35:26.947,13,-3.24549,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,685
Tue.May.03.2022 12:35:26.950,13,-3.19231,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,685
Tue.May.03.2022 12:35:26.955,13,-3.14007,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,686
Tue.May.03.2022 12:35:26.958,13,-3.08865,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,686
Tue.May.03.2022 12:35:26.961,13,-3.03828,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,686
Tue.May.03.2022 12:35:26.966,13,-3.03828,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,687
Tue.May.03.2022 12:35:26.970,13,-2.98898,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,687
Tue.May.03.2022 12:35:26.976,13,-2.94096,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,688
Tue.May.03.2022 12:35:26.980,13,-2.89398,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,688
Tue.May.03.2022 12:35:26.983,13,-2.84783,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,688
Tue.May.03.2022 12:35:27.103,13,-2.80297,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,689
Tue.May.03.2022 12:35:27.107,13,-2.75944,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,689
Tue.May.03.2022 12:35:27.114,13,-2.71716,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,690
Tue.May.03.2022 12:35:27.117,13,-2.67642,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,690
Tue.May.03.2022 12:35:27.121,13,-2.63723,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,690
Tue.May.03.2022 12:35:27.126,13,-2.59941,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,691
Tue.May.03.2022 12:35:27.131,13,-2.59941,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,691
Tue.May.03.2022 12:35:27.136,13,-2.59941,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,692
Tue.May.03.2022 12:35:27.140,13,-2.56321,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,692
Tue.May.03.2022 12:35:27.143,13,-2.52836,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,331,nan,692
Tue.May.03.2022 12:35:27.263,13,-2.49518,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,693
Tue.May.03.2022 12:35:27.267,13,-2.4636,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,693
Tue.May.03.2022 12:35:27.270,13,-2.43357,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,693
Tue.May.03.2022 12:35:27.275,13,-2.40512,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,694
Tue.May.03.2022 12:35:27.280,13,-2.37784,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,694
Tue.May.03.2022 12:35:27.286,13,-2.35235,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,695
Tue.May.03.2022 12:35:27.289,13,-2.32864,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,695
Tue.May.03.2022 12:35:27.292,13,-2.30674,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,695
Tue.May.03.2022 12:35:27.299,13,-2.30674,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,696
Tue.May.03.2022 12:35:27.302,13,-2.28666,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,696
Tue.May.03.2022 12:35:27.305,13,-2.26837,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,696
Tue.May.03.2022 12:35:27.422,13,-2.25178,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,697
Tue.May.03.2022 12:35:27.426,13,-2.23686,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,697
Tue.May.03.2022 12:35:27.429,13,-2.2239,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,697
Tue.May.03.2022 12:35:27.434,13,-2.21285,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,698
Tue.May.03.2022 12:35:27.438,13,-2.20381,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,698
Tue.May.03.2022 12:35:27.441,13,-2.19661,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,698
Tue.May.03.2022 12:35:27.446,13,-2.19135,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,699
Tue.May.03.2022 12:35:27.450,13,-2.18798,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,699
Tue.May.03.2022 12:35:27.454,13,-2.18798,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,699
Tue.May.03.2022 12:35:27.459,13,-2.18798,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,700
Tue.May.03.2022 12:35:27.463,13,-2.1865,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,700
Tue.May.03.2022 12:35:27.466,13,-2.18683,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,700
Tue.May.03.2022 12:35:27.567,13,-2.18893,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,701
Tue.May.03.2022 12:35:27.571,13,-2.19275,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,701
Tue.May.03.2022 12:35:27.574,13,-2.1983,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,701
Tue.May.03.2022 12:35:27.579,13,-2.20551,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,702
Tue.May.03.2022 12:35:27.583,13,-2.21438,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,702
Tue.May.03.2022 12:35:27.586,13,-2.22486,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,702
Tue.May.03.2022 12:35:27.591,13,-2.23697,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,703
Tue.May.03.2022 12:35:27.596,13,-2.2506,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,703
Tue.May.03.2022 12:35:27.602,13,-2.2506,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,704
Tue.May.03.2022 12:35:27.605,13,-2.26574,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,704
Tue.May.03.2022 12:35:27.728,13,-2.28235,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,705
Tue.May.03.2022 12:35:27.731,13,-2.30034,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,705
Tue.May.03.2022 12:35:27.734,13,-2.31943,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,705
Tue.May.03.2022 12:35:27.740,13,-2.33982,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,706
Tue.May.03.2022 12:35:27.744,13,-2.36152,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,706
Tue.May.03.2022 12:35:27.747,13,-2.38437,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,706
Tue.May.03.2022 12:35:27.754,13,-2.40844,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,707
Tue.May.03.2022 12:35:27.757,13,-2.43362,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,707
Tue.May.03.2022 12:35:27.764,13,-2.45979,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,708
Tue.May.03.2022 12:35:27.887,13,-2.45979,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,709
Tue.May.03.2022 12:35:27.893,13,-2.45979,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,709
Tue.May.03.2022 12:35:27.899,13,-2.48704,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,710
Tue.May.03.2022 12:35:27.903,13,-2.51533,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,710
Tue.May.03.2022 12:35:27.906,13,-2.54451,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,710
Tue.May.03.2022 12:35:27.912,13,-2.57446,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,711
Tue.May.03.2022 12:35:27.916,13,-2.60519,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,711
Tue.May.03.2022 12:35:27.921,13,-2.63647,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,711
Tue.May.03.2022 12:35:27.926,13,-2.66786,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,712
Tue.May.03.2022 12:35:27.930,13,-2.69983,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,712
Tue.May.03.2022 12:35:27.935,13,-2.73232,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,713
Tue.May.03.2022 12:35:28.046,13,-2.76518,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,714
Tue.May.03.2022 12:35:28.050,13,-2.76518,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,714
Tue.May.03.2022 12:35:28.053,13,-2.79846,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,714
Tue.May.03.2022 12:35:28.058,13,-2.83208,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,715
Tue.May.03.2022 12:35:28.062,13,-2.86599,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,715
Tue.May.03.2022 12:35:28.065,13,-2.90014,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,715
Tue.May.03.2022 12:35:28.070,13,-2.93447,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,716
Tue.May.03.2022 12:35:28.073,13,-2.96891,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,716
Tue.May.03.2022 12:35:28.076,13,-3.00341,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,716
Tue.May.03.2022 12:35:28.082,13,-3.03782,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,717
Tue.May.03.2022 12:35:28.086,13,-3.07217,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,717
Tue.May.03.2022 12:35:28.205,13,-3.10651,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,718
Tue.May.03.2022 12:35:28.209,13,-3.10651,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,718
Tue.May.03.2022 12:35:28.213,13,-3.10651,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,718
Tue.May.03.2022 12:35:28.218,13,-3.14059,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,719
Tue.May.03.2022 12:35:28.222,13,-3.17454,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,719
Tue.May.03.2022 12:35:28.225,13,-3.20821,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,719
Tue.May.03.2022 12:35:28.231,13,-3.24154,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,720
Tue.May.03.2022 12:35:28.234,13,-3.27449,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,720
Tue.May.03.2022 12:35:28.237,13,-3.30708,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,720
Tue.May.03.2022 12:35:28.243,13,-3.33909,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,721
Tue.May.03.2022 12:35:28.247,13,-3.37055,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,721
Tue.May.03.2022 12:35:28.250,13,-3.4015,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,721
Tue.May.03.2022 12:35:28.350,13,-3.43171,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,722
Tue.May.03.2022 12:35:28.354,13,-3.43171,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,722
Tue.May.03.2022 12:35:28.357,13,-3.46123,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,722
Tue.May.03.2022 12:35:28.362,13,-3.49,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,723
Tue.May.03.2022 12:35:28.367,13,-3.51806,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,723
Tue.May.03.2022 12:35:28.370,13,-3.54659,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,723
Tue.May.03.2022 12:35:28.375,13,-3.57577,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,724
Tue.May.03.2022 12:35:28.379,13,-3.60388,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,724
Tue.May.03.2022 12:35:28.385,13,-3.63057,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,725
Tue.May.03.2022 12:35:28.389,13,-3.65614,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,725
Tue.May.03.2022 12:35:28.506,13,-3.68039,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,726
Tue.May.03.2022 12:35:28.510,13,-3.7033,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,726
Tue.May.03.2022 12:35:28.513,13,-3.7033,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,726
Tue.May.03.2022 12:35:28.518,13,-3.7033,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,727
Tue.May.03.2022 12:35:28.522,13,-3.72479,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,727
Tue.May.03.2022 12:35:28.525,13,-3.74485,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,727
Tue.May.03.2022 12:35:28.530,13,-3.76341,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,728
Tue.May.03.2022 12:35:28.534,13,-3.78046,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,728
Tue.May.03.2022 12:35:28.540,13,-3.79595,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,729
Tue.May.03.2022 12:35:28.544,13,-3.81023,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,729
Tue.May.03.2022 12:35:28.548,13,-3.82281,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,729
Tue.May.03.2022 12:35:28.663,13,-3.83362,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,730
Tue.May.03.2022 12:35:28.667,13,-3.84271,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,730
Tue.May.03.2022 12:35:28.670,13,-3.85003,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,730
Tue.May.03.2022 12:35:28.675,13,-3.85003,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,731
Tue.May.03.2022 12:35:28.679,13,-3.85556,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,731
Tue.May.03.2022 12:35:28.682,13,-3.85929,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,731
Tue.May.03.2022 12:35:28.687,13,-3.8612,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,732
Tue.May.03.2022 12:35:28.691,13,-3.86131,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,732
Tue.May.03.2022 12:35:28.694,13,-3.8596,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,732
Tue.May.03.2022 12:35:28.699,13,-3.85608,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,733
Tue.May.03.2022 12:35:28.822,13,-3.85074,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,734
Tue.May.03.2022 12:35:28.825,13,-3.84359,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,734
Tue.May.03.2022 12:35:28.829,13,-3.83475,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,734
Tue.May.03.2022 12:35:28.834,13,-3.82439,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,735
Tue.May.03.2022 12:35:28.837,13,-3.82439,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,735
Tue.May.03.2022 12:35:28.841,13,-3.82439,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,735
Tue.May.03.2022 12:35:28.846,13,-3.81242,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,736
Tue.May.03.2022 12:35:28.850,13,-3.79876,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,736
Tue.May.03.2022 12:35:28.856,13,-3.78348,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,737
Tue.May.03.2022 12:35:28.860,13,-3.76666,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,737
Tue.May.03.2022 12:35:28.864,13,-3.74829,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,737
Tue.May.03.2022 12:35:28.869,13,-3.72836,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,738
Tue.May.03.2022 12:35:28.975,13,-3.70694,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,739
Tue.May.03.2022 12:35:28.980,13,-3.68407,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,739
Tue.May.03.2022 12:35:28.983,13,-3.6598,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,739
Tue.May.03.2022 12:35:28.988,13,-3.63417,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,740
Tue.May.03.2022 12:35:28.992,13,-3.63417,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,740
Tue.May.03.2022 12:35:28.997,13,-3.60673,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,740
Tue.May.03.2022 12:35:29.002,13,-3.57791,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,741
Tue.May.03.2022 12:35:29.005,13,-3.54774,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,741
Tue.May.03.2022 12:35:29.008,13,-3.51645,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,741
Tue.May.03.2022 12:35:29.015,13,-3.4841,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,742
Tue.May.03.2022 12:35:29.135,13,-3.45066,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,743
Tue.May.03.2022 12:35:29.139,13,-3.4163,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,743
Tue.May.03.2022 12:35:29.142,13,-3.38081,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,743
Tue.May.03.2022 12:35:29.147,13,-3.34453,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,744
Tue.May.03.2022 12:35:29.150,13,-3.30743,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,744
