DATE (ddd.MMM.dd.yyyy hh:mm:ss.zzz),<int>,<float>,<string>,<uint8_t>,<int8_t>,<char>,RX hz,TX hz,CRC Errors,read_queue_size,graph(0)->data.size()
Tue.May.03.2022 12:35:16.331,13,2.50805,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,409
Tue.May.03.2022 12:35:16.338,13,2.48647,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,410
Tue.May.03.2022 12:35:16.342,13,2.46327,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,410
Tue.May.03.2022 12:35:16.348,13,2.46327,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,411
Tue.May.03.2022 12:35:16.351,13,2.43855,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,411
Tue.May.03.2022 12:35:16.355,13,2.41222,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,411
Tue.May.03.2022 12:35:16.360,13,2.38428,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,412
Tue.May.03.2022 12:35:16.363,13,2.35474,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,412
Tue.May.03.2022 12:35:16.366,13,2.32361,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,412
Tue.May.03.2022 12:35:16.371,13,2.29088,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,413
Tue.May.03.2022 12:35:16.479,13,2.25687,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,414
Tue.May.03.2022 12:35:16.484,13,2.221,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,414
Tue.May.03.2022 12:35:16.489,13,2.18356,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,415
Tue.May.03.2022 12:35:16.492,13,2.14445,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,415
Tue.May.03.2022 12:35:16.495,13,2.14445,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,415
Tue.May.03.2022 12:35:16.498,13,2.14445,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,415
Tue.May.03.2022 12:35:16.505,13,2.10392,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,416
Tue.May.03.2022 12:35:16.509,13,2.06225,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,416
Tue.May.03.2022 12:35:16.512,13,2.01963,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,416
Tue.May.03.2022 12:35:16.518,13,1.97573,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,417
Tue.May.03.2022 12:35:16.522,13,1.93044,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,417
Tue.May.03.2022 12:35:16.639,13,1.88365,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,418
Tue.May.03.2022 12:35:16.643,13,1.83552,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,418
Tue.May.03.2022 12:35:16.646,13,1.78621,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,418
Tue.May.03.2022 12:35:16.651,13,1.73562,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,419
Tue.May.03.2022 12:35:16.654,13,1.68363,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,419
Tue.May.03.2022 12:35:16.657,13,1.68363,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,419
Tue.May.03.2022 12:35:16.663,13,1.6304,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,420
Tue.May.03.2022 12:35:16.666,13,1.57598,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,420
Tue.May.03.2022 12:35:16.670,13,1.5204,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,420
Tue.May.03.2022 12:35:16.675,13,1.46387,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,421
Tue.May.03.2022 12:35:16.678,13,1.40608,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,421
Tue.May.03.2022 12:35:16.794,13,1.34707,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,422
Tue.May.03.2022 12:35:16.798,13,1.28704,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,422
Tue.May.03.2022 12:35:16.802,13,1.22586,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,422
Tue.May.03.2022 12:35:16.807,13,1.16375,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,423
Tue.May.03.2022 12:35:16.810,13,1.10074,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,423
Tue.May.03.2022 12:35:16.813,13,1.10074,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,423
Tue.May.03.2022 12:35:16.818,13,1.10074,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,424
Tue.May.03.2022 12:35:16.821,13,1.03709,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,424
Tue.May.03.2022 12:35:16.825,13,0.972637,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,424
Tue.May.03.2022 12:35:16.829,13,0.907446,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,425
Tue.May.03.2022 12:35:16.833,13,0.841359,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,425
Tue.May.03.2022 12:35:16.943,13,0.774824,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,426
Tue.May.03.2022 12:35:16.947,13,0.707686,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,426
Tue.May.03.2022 12:35:16.950,13,0.639804,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,426
Tue.May.03.2022 12:35:16.955,13,0.571424,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,427
Tue.May.03.2022 12:35:16.958,13,0.502804,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,427
Tue.May.03.2022 12:35:16.962,13,0.433588,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,427
Tue.May.03.2022 12:35:16.967,13,0.433588,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,428
Tue.May.03.2022 12:35:16.971,13,0.364243,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,428
Tue.May.03.2022 12:35:16.974,13,0.2944,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,428
Tue.May.03.2022 12:35:16.979,13,0.224333,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,429
Tue.May.03.2022 12:35:17.104,13,0.154299,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,430
Tue.May.03.2022 12:35:17.108,13,0.0839351,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,430
Tue.May.03.2022 12:35:17.111,13,0.013506,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,430
Tue.May.03.2022 12:35:17.116,13,-0.056517,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,431
Tue.May.03.2022 12:35:17.119,13,-0.126492,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,431
Tue.May.03.2022 12:35:17.123,13,-0.196368,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,431
Tue.May.03.2022 12:35:17.127,13,-0.266098,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,432
Tue.May.03.2022 12:35:17.130,13,-0.266098,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,432
Tue.May.03.2022 12:35:17.133,13,-0.266098,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,432
Tue.May.03.2022 12:35:17.139,13,-0.335618,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,433
Tue.May.03.2022 12:35:17.142,13,-0.404882,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,433
Tue.May.03.2022 12:35:17.262,13,-0.474038,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,434
Tue.May.03.2022 12:35:17.267,13,-0.54262,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,434
Tue.May.03.2022 12:35:17.270,13,-0.610784,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,434
Tue.May.03.2022 12:35:17.275,13,-0.678686,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,435
Tue.May.03.2022 12:35:17.278,13,-0.745859,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,435
Tue.May.03.2022 12:35:17.281,13,-0.812463,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,435
Tue.May.03.2022 12:35:17.286,13,-0.87864,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,436
Tue.May.03.2022 12:35:17.290,13,-0.944142,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,436
Tue.May.03.2022 12:35:17.293,13,-0.944142,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,436
Tue.May.03.2022 12:35:17.299,13,-1.00873,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,437
Tue.May.03.2022 12:35:17.303,13,-1.07255,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,437
Tue.May.03.2022 12:35:17.422,13,-1.13556,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,438
Tue.May.03.2022 12:35:17.427,13,-1.19771,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,438
Tue.May.03.2022 12:35:17.430,13,-1.25914,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,438
Tue.May.03.2022 12:35:17.435,13,-1.31943,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,439
Tue.May.03.2022 12:35:17.438,13,-1.37839,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,439
Tue.May.03.2022 12:35:17.441,13,-1.4365,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,439
Tue.May.03.2022 12:35:17.446,13,-1.49339,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,440
Tue.May.03.2022 12:35:17.449,13,-1.54918,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,440
Tue.May.03.2022 12:35:17.453,13,-1.54918,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,440
Tue.May.03.2022 12:35:17.458,13,-1.54918,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,441
Tue.May.03.2022 12:35:17.461,13,-1.60384,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,441
Tue.May.03.2022 12:35:17.566,13,-1.65733,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,442
Tue.May.03.2022 12:35:17.571,13,-1.70963,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,442
Tue.May.03.2022 12:35:17.574,13,-1.7607,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,442
Tue.May.03.2022 12:35:17.579,13,-1.81037,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,443
Tue.May.03.2022 12:35:17.582,13,-1.85889,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,443
Tue.May.03.2022 12:35:17.586,13,-1.90596,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,443
Tue.May.03.2022 12:35:17.591,13,-1.9517,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,444
Tue.May.03.2022 12:35:17.595,13,-1.99608,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,444
Tue.May.03.2022 12:35:17.598,13,-2.03908,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,444
Tue.May.03.2022 12:35:17.604,13,-2.03908,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,445
Tue.May.03.2022 12:35:17.608,13,-2.0808,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,401,nan,445
Tue.May.03.2022 12:35:17.725,13,-2.12194,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,446
Tue.May.03.2022 12:35:17.729,13,-2.16168,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,446
Tue.May.03.2022 12:35:17.733,13,-2.19978,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,446
Tue.May.03.2022 12:35:17.738,13,-2.23634,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,447
Tue.May.03.2022 12:35:17.742,13,-2.27135,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,447
Tue.May.03.2022 12:35:17.745,13,-2.30479,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,447
Tue.May.03.2022 12:35:17.750,13,-2.33667,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,448
Tue.May.03.2022 12:35:17.754,13,-2.36697,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,448
Tue.May.03.2022 12:35:17.757,13,-2.39569,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,351,nan,448
Tue.May.03.2022 12:35:17.881,13,-2.39569,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,449
Tue.May.03.2022 12:35:17.885,13,-2.39569,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,449
Tue.May.03.2022 12:35:17.888,13,-2.42275,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,449
Tue.May.03.2022 12:35:17.894,13,-2.44831,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,450
Tue.May.03.2022 12:35:17.898,13,-2.47228,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,450
Tue.May.03.2022 12:35:17.901,13,-2.49473,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,450
Tue.May.03.2022 12:35:17.906,13,-2.5156,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,451
Tue.May.03.2022 12:35:17.910,13,-2.53483,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,451
Tue.May.03.2022 12:35:17.913,13,-2.55251,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,451
Tue.May.03.2022 12:35:17.919,13,-2.56831,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,452
Tue.May.03.2022 12:35:17.922,13,-2.58268,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,452
Tue.May.03.2022 12:35:18.037,13,-2.59555,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,453
Tue.May.03.2022 12:35:18.041,13,-2.59555,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,453
Tue.May.03.2022 12:35:18.044,13,-2.60698,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,453
Tue.May.03.2022 12:35:18.049,13,-2.61697,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,454
Tue.May.03.2022 12:35:18.053,13,-2.62556,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,454
Tue.May.03.2022 12:35:18.056,13,-2.63276,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,454
Tue.May.03.2022 12:35:18.060,13,-2.63859,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,455
Tue.May.03.2022 12:35:18.064,13,-2.64307,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,455
Tue.May.03.2022 12:35:18.067,13,-2.64624,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,455
Tue.May.03.2022 12:35:18.073,13,-2.64812,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,456
Tue.May.03.2022 12:35:18.190,13,-2.64873,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,457
Tue.May.03.2022 12:35:18.195,13,-2.64811,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,457
Tue.May.03.2022 12:35:18.198,13,-2.64811,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,457
Tue.May.03.2022 12:35:18.204,13,-2.64811,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,458
Tue.May.03.2022 12:35:18.208,13,-2.64627,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,458
Tue.May.03.2022 12:35:18.211,13,-2.64326,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,458
Tue.May.03.2022 12:35:18.216,13,-2.6391,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,459
Tue.May.03.2022 12:35:18.219,13,-2.63383,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,459
Tue.May.03.2022 12:35:18.223,13,-2.62749,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,459
Tue.May.03.2022 12:35:18.228,13,-2.62011,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,460
Tue.May.03.2022 12:35:18.231,13,-2.61174,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,460
Tue.May.03.2022 12:35:18.235,13,-2.60243,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,460
Tue.May.03.2022 12:35:18.350,13,-2.59218,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,461
Tue.May.03.2022 12:35:18.356,13,-2.58106,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,461
Tue.May.03.2022 12:35:18.359,13,-2.58106,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,461
Tue.May.03.2022 12:35:18.364,13,-2.5691,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,462
Tue.May.03.2022 12:35:18.367,13,-2.55639,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,462
Tue.May.03.2022 12:35:18.371,13,-2.54268,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,462
Tue.May.03.2022 12:35:18.376,13,-2.52816,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,463
Tue.May.03.2022 12:35:18.379,13,-2.51296,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,463
Tue.May.03.2022 12:35:18.383,13,-2.49708,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,463
Tue.May.03.2022 12:35:18.388,13,-2.48066,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,464
Tue.May.03.2022 12:35:18.511,13,-2.4638,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,465
Tue.May.03.2022 12:35:18.515,13,-2.44635,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,465
Tue.May.03.2022 12:35:18.518,13,-2.42848,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,465
Tue.May.03.2022 12:35:18.523,13,-2.42848,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,466
Tue.May.03.2022 12:35:18.527,13,-2.42848,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,466
Tue.May.03.2022 12:35:18.530,13,-2.41021,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,466
Tue.May.03.2022 12:35:18.536,13,-2.39161,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,467
Tue.May.03.2022 12:35:18.541,13,-2.37274,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,467
Tue.May.03.2022 12:35:18.546,13,-2.35357,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,468
Tue.May.03.2022 12:35:18.550,13,-2.33428,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,468
Tue.May.03.2022 12:35:18.554,13,-2.31485,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,468
Tue.May.03.2022 12:35:18.560,13,-2.29536,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,469
Tue.May.03.2022 12:35:18.670,13,-2.27583,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,470
Tue.May.03.2022 12:35:18.675,13,-2.25633,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,470
Tue.May.03.2022 12:35:18.678,13,-2.23684,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,470
Tue.May.03.2022 12:35:18.682,13,-2.23684,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,471
Tue.May.03.2022 12:35:18.686,13,-2.21754,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,471
Tue.May.03.2022 12:35:18.689,13,-2.1984,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,471
Tue.May.03.2022 12:35:18.694,13,-2.17949,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,472
Tue.May.03.2022 12:35:18.697,13,-2.16084,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,472
Tue.May.03.2022 12:35:18.700,13,-2.14251,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,472
Tue.May.03.2022 12:35:18.706,13,-2.12455,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,473
Tue.May.03.2022 12:35:18.830,13,-2.10699,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,474
Tue.May.03.2022 12:35:18.835,13,-2.08988,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,474
Tue.May.03.2022 12:35:18.838,13,-2.07326,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,474
Tue.May.03.2022 12:35:18.843,13,-2.05719,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,475
Tue.May.03.2022 12:35:18.847,13,-2.05719,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,475
Tue.May.03.2022 12:35:18.855,13,-2.05719,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,476
Tue.May.03.2022 12:35:18.859,13,-2.04169,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,476
Tue.May.03.2022 12:35:18.862,13,-2.02686,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,476
Tue.May.03.2022 12:35:18.867,13,-2.01264,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,477
Tue.May.03.2022 12:35:18.872,13,-1.99912,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,477
Tue.May.03.2022 12:35:18.877,13,-1.98637,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,478
Tue.May.03.2022 12:35:18.880,13,-1.97435,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,478
Tue.May.03.2022 12:35:18.974,13,-1.96316,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,479
Tue.May.03.2022 12:35:18.979,13,-1.95286,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,479
Tue.May.03.2022 12:35:18.982,13,-1.94355,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,479
Tue.May.03.2022 12:35:18.986,13,-1.93511,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,480
Tue.May.03.2022 12:35:18.990,13,-1.93511,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,480
Tue.May.03.2022 12:35:18.993,13,-1.92754,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,480
Tue.May.03.2022 12:35:18.998,13,-1.92087,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,481
Tue.May.03.2022 12:35:19.001,13,-1.91512,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,481
Tue.May.03.2022 12:35:19.005,13,-1.9103,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,481
Tue.May.03.2022 12:35:19.010,13,-1.90645,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,482
Tue.May.03.2022 12:35:19.132,13,-1.90357,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,483
Tue.May.03.2022 12:35:19.138,13,-1.90167,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,483
Tue.May.03.2022 12:35:19.141,13,-1.90084,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,483
Tue.May.03.2022 12:35:19.146,13,-1.90108,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,484
Tue.May.03.2022 12:35:19.150,13,-1.9024,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,484
Tue.May.03.2022 12:35:19.156,13,-1.9024,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,485
Tue.May.03.2022 12:35:19.160,13,-1.9024,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,485
Tue.May.03.2022 12:35:19.163,13,-1.90482,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,485
Tue.May.03.2022 12:35:19.168,13,-1.90834,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,486
Tue.May.03.2022 12:35:19.171,13,-1.91298,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,486
Tue.May.03.2022 12:35:19.175,13,-1.91874,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,370,nan,486
Tue.May.03.2022 12:35:19.290,13,-1.92562,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,487
Tue.May.03.2022 12:35:19.295,13,-1.93364,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,487
Tue.May.03.2022 12:35:19.298,13,-1.94277,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,487
Tue.May.03.2022 12:35:19.304,13,-1.95305,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,488
Tue.May.03.2022 12:35:19.307,13,-1.96445,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,488
Tue.May.03.2022 12:35:19.314,13,-1.97697,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,489
Tue.May.03.2022 12:35:19.318,13,-1.97697,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,489
Tue.May.03.2022 12:35:19.323,13,-1.99059,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,490
Tue.May.03.2022 12:35:19.327,13,-2.00532,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,490
Tue.May.03.2022 12:35:19.330,13,-2.02074,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,362,nan,490
Tue.May.03.2022 12:35:19.446,13,-2.0372,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,491
Tue.May.03.2022 12:35:19.451,13,-2.05466,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,491
Tue.May.03.2022 12:35:19.454,13,-2.07311,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,491
Tue.May.03.2022 12:35:19.459,13,-2.09267,MCU is reading properly,253,-12,G,nan kHz,nan kHz,0,409,nan,492
